source,target
1020120064254,1020090096992
1020120064254,1020030015236
1020120064254,1020080126645
1020100095538,1019970034472
1020100095538,1020000039726
1020070073085,2019990016625
1020070073085,2019850008040
1020070073085,2020060016782
1020070073085,1020020007301
1020090011914,1020070024854
1020090011914,1019980038132
1020090011914,2019990026771
1020090011914,1019990009170
1020070007807,1020010026929
1020060117167,2020040016926
1020060117167,2020050018773
1020060117167,2020050018774
1020060117167,2020060022515
1020060117167,2020060019760
1020050063115,1020000076278
1020050063115,1020020034619
1020050063115,2020020037851
1020050063115,2020040016006
1020050063115,2019880014196
1020050063115,2019920019085
1020090017969,1020070046933
1020120012600,1020080092393
1020120012600,1020090112877
1020090049835,2020050022814
1020090049835,1020020007196
1020090049835,1020030038084
1020080040606,2020040008191
1020080040606,2019980018109
1020080040606,2019980004841
1020080040606,1020050035681
1020080032312,2020040008191
1020080032312,1019990004724
1020080032312,1020060050329
1020160122989,1020120044705
1020160122989,
1020160122989,2020060031875
1020160122989,2019980000758
1020110117023,1019940029731
1020110117023,1020080096568
1020190006579,1020030081938
1020190006579,2019990019949
1020190006579,2019900013606
1020190006579,1020150191242
1020190007847,1020030081938
1020190007847,2019990019949
1020190007847,2019900013606
1020190007847,1020150191242
1020070068835,1019980009806
1020070068835,2019950009091
1020070068835,2019900015614
1020070068835,1019990016325
1020070068835,2019950009090
1020070068835,2019860011381
1020120014150,1020080094721
1020120014150,2020010030080
1020140176049,1020120128854
1020140176049,2020040011677
1020140176049,2019840010441
1020120079424,1020090093731
1020120079424,1020100019997
1020080018808,1020060102964
1020080018808,1019980033263
1020080018808,1020030089129
1020150066566,1020130037373
1020150066566,1020130092942
1020150066566,1020130019731
1020150066566,2020010020448
1020120064835,1020090083614
1020120064835,2020090006801
1020080027721,1020040037777
1020080027721,2020050021244
1020080027721,2019810008262
1020080027721,1020040059912
1020080027721,1020020058871
1020080027721,1020060082268
1020080027721,2020050012477
1020080066623,2020000005443
1020080066623,2020020032825
1020080066623,2020050024275
1020080066623,2020040027257
1020080066623,2020040037059
1020110024169,1020000028326
1020110024169,2020030000180
1020110024169,2019990000684
1020190073289,1019970041684
1020190073289,1020150093306
1020190073289,1020110064325
1020190073289,1020150093297
1020190137518,1020160130024
1020060030462,2019980001968
1020060030462,2020000017440
1020090093731,1020080088106
1020090093731,1019920014229
1020090093731,1020050107162
1020060088264,1019980013012
1020060088264,1019990006307
1020060088264,1019990018868
1020060088264,2020030018325
1020060088264,2020040010803
1020060088264,2020050019171
1020060088264,2019980005532
1020090121429,1020020049516
1020090121429,2019890010530
1020180118108,1020150128530
1020180118108,2019820001641
1020180118108,1019990024440
1020180118108,1020140026572
1020180118108,1020090061408
1020080017988,2020020034472
1020120043929,1020070044559
1020120043929,1020020063111
1020120043929,1020060035401
1020150121959,1020110118250
1020150121959,1020020010861
1020150121959,1020100106665
1020230056802,1020200027548
1020230056802,2019830009425
1020180019428,1020140033987
1020180019428,1020080109524
1020180019428,1020160083107
1020180019428,1020140107427
1020200054311,1020170162469
1020200054311,1020160032762
1020200054311,2020180005229
1020200078165,1020170162469
1020200078165,1020160032762
1020200078165,2020180005229
1020080078734,1019960021799
1020170162952,1020040008619
1020170162952,1020160086603
1020170162952,1019970017169
1020190107837,1020170068019
1020190107837,1020170042188
1020140013269,1020130027252
1020130161266,1019970074860
1020190120513,1020170095440
1020190120513,1019950027544
1020190120513,1020020077715
1020190120513,1020180023835
1020180145022,1020040000069
1020180145022,1020080067128
1020180145022,1020150066755
1020180145022,1020150134259
1020180145022,1020150178288
1020060088485,1020010061387
1020060088485,1020020064298
1020060088485,2020000006505
1020120126993,1020050073965
1020140163634,2020110011247
1020140163634,1019980012029
1020140163634,1020090131083
1020140163634,1020080023824
1020190055630,1020130031514
1020190055630,1020100094366
1020190055630,1019980012530
1020190055630,1020120092255
1020190055630,1019980049212
1020190055630,2020050029012
1020190055630,2020000008116
1020090119438,1020050134967
1020150085364,1020120062062
1020150085364,2020050029012
1020150085364,2020130000212
1020120062613,1020040094940
1020120062613,2020040008652
1020120062613,2020090004499
1020120062613,2020060011843
1020080081143,2020040017429
1020080081143,2020050016799
1020080081143,2020070000097
1020080081143,2019980007085
1020060026285,1020020005891
1020060026285,1020020017368
1020060026285,2020050020140
1020130111075,1020110082484
1020130111075,1020110073077
1020160024142,1020150017907
1020160024142,1020140090093
1020100102497,1020090093667
1020100102497,1020100009220
1020080004826,1019980058317
1020080004826,1020060102964
1020200185749,1020110041960
1020200185749,1020110006766
1020200185749,2020050035160
1020200185749,2019980001487
1020200185749,1020080077872
1020080031220,1020060048606
1020080031220,1020040001714
1020080031220,1020070004847
1020080073940,1020060104947
1020080073940,2019870015849
1020120139382,2020100013316
1020120139382,2020010007254
1020120139382,1020080125308
1020120139382,2020060031123
1020090045551,1019990000790
1020090045551,1020050012989
1020090045551,1020090028761
1020200156111,1020130028887
1020190103558,2019810007934
1020150166939,1020050050671
1020150166939,1020080021328
1020150166939,2019830006664
1020150166939,1020030074002
1020150166939,1020090092243
1020150166939,2019970036658
1020150166939,1020130003695
1020150166939,1020050054253
1020150166939,2019990006279
1020150166939,2019990022237
1020140016320,1020110027596
1020140016320,2019970001132
1020140016320,2020090010430
1020140016320,1020070037754
1020090079325,2020010028850
1020090079325,1020060014515
1020090079325,2020030005729
1020210028791,1020150009017
1020210028791,1019980049636
1020210028791,2020080013439
1020080068783,1020020012999
1020080068783,2020010036753
1020080068783,2020050028987
1020080068783,2020030023249
1020100065476,1020000014306
1020100065476,1019990058040
1020160104147,1020090094203
1020160104147,1019980044392
1020160104147,2020050007123
1020160104147,1020140148915
1020160104147,1020110035652
1020160104147,1020110015904
1020160183975,1020040050386
1020210050638,1020080063404
1020210050638,1020100013934
1020180087391,1020060000696
1020180087391,2020080011989
1020180087391,1020130135699
1020180087391,2020090003218
1020180087391,1020110132968
1020170151346,1020030017338
1020170151346,1020080094721
1020170151346,2020000036422
1020170151346,2020070003902
1020170151346,1020070020449
1020170151346,1019990000790
1020100108135,1020070072173
1020100108135,1019880007996
1020060047985,2020010005826
1020080094721,1019980003668
1020080094721,2020000028576
1020080094721,2019980002948
1020120103869,2020080015218
1020070069293,1020040064997
1020070069293,1020050109882
1020070069293,2019980020230
1020190076518,1020150173128
1020190076518,1020160176240
1020190076518,1020190160799
1020150172091,1020060070438
1020150172091,2020000016900
1020150172091,2019920011193
1020150172091,1020100062892
1020150172091,2019970006351
1020200030322,1020190062720
1020200030322,1020130148402
1020130024741,2019810007388
1020130024741,2019870015233
1020130024741,2020050011048
1020130024741,
1020100057158,1020040077613
1020100057158,2020010035842
1020100057158,1020100032480
1020100057158,2020020031640
1020070100056,1020010030849
1020070100056,1020010029074
1020070100056,1020010061380
1020070055668,1020040013470
1020070055668,2020010010553
1020070055668,2020020034667
1020070055668,2019980023276
1020070055668,1019990000790
1020070055668,2020040006221
1020070055668,2020010036256
1020150064931,1020040077353
1020150064931,2020000021353
1020150064931,2020010030041
1020150064931,1020080126130
1020090006981,2019980016751
1020140159894,1020060065345
1020140159894,1020090129033
1020140159894,1020130030151
1020140159894,2020010040350
1020140061686,1020080008895
1020140061686,2019880015406
1020140061686,1020090019573
1020140061686,2019870005474
1020140086328,1020070052449
1020140086328,1020070060469
1020120046546,1020060080285
1020120046546,1020060080285
1020120046546,1020080070045
1020120046546,1020090007463
1020090034754,1020020017190
1020060052162,1020030042581
1020060052162,1020050048139
1020060052162,1019980055027
1020050109882,1020020011877
1020050109882,1020040115377
1020050109882,1020020011877
1020050109882,2020020005136
1020090003030,2019960045102
1020090003030,1020080095020
1020090088492,1020080071349
1020090088492,2020050022934
1020110050629,1020050098611
1020110050629,1020080019581
1020110050629,1020090073612
1020130075491,1020110021742
1020130075491,1020030006081
1020130075491,1020080099988
1020130075491,1020090045140
1020090091636,1020050099597
1020090091636,1020040065575
1020090091636,2020000010076
1020090091636,2019920016665
1020100057159,2019900005955
1020100057159,1020050134967
1020100057159,1020050134969
1020100057159,2019880016495
1020140050949,1020090011399
1020140050949,1020110022685
1020140050949,1020080082648
1020140050949,2019860013093
1020200038076,1020100078425
1020200038076,2020000016700
1020200038076,2019870010908
1020060131101,1020050090585
1020060131101,1020000031746
1020080113330,2020060009604
1020120109565,2019980013624
1020120109565,2020000005443
1020080112781,1020030005428
1020080112781,2020040015590
1020160120077,1020070090818
1020110075756,2019960029501
1020110075756,2020090009864
1020110075756,1020030089129
1020110075756,1020080059879
1020080068213,1020050123054
1020080068213,2020060010592
1020050095593,1020027000410
1020050095593,2020030040909
1020180091418,1020060040569
1020180091418,1020100106665
1020180091418,2020020006877
1020180091418,1020110128221
1020180091418,1020150134294
1020100135023,1020010073801
1020100135023,1020090075217
1020100135023,1020030095287
1020100135023,2020090006547
1020190107833,1020170042222
1020190107833,1020170068019
1020120091841,1020080127038
1020120091841,1020090061408
1020130054546,1020040063430
1020060025859,1020010072821
1020060025859,2019700004589
1020210006113,1020130083480
1020210006113,1020180144802
1020120022357,1020070024854
1020130161264,1019970074860
1020190107830,1020170068019
1020190107830,1020170042222
1020150123471,1020120038966
1020150123471,2020030008583
1020090002992,1020057001126
1020090002992,1020030023926
1020150125315,1020100069910
1020110080476,1019990058040
1020140130397,1020140041900
1020140130397,1020120131847
1020140130397,1020070053947
1020090066733,2019900000449
1020160036878,1020120153577
1020160036878,1020070130800
1020160036878,1020120120568
1020160036878,1020090131497
1020160036878,1020120120569
1020160036878,1020140073984
1020160036878,1020120120568
1020180056423,2019910011124
1020170004308,1020110119934
1020170004308,1020140150411
1020170004308,1020090106978
1020170004308,1019990032030
1020170154896,1020140171785
1020170154896,1020080109194
1020170154896,2020010023738
1020170154896,1020080109524
1020170154896,1020060039451
1020170059547,2020020029907
1020170059547,2020050024047
1020170059547,1020090032468
1020190013078,1020170183571
1020190013078,1020110067634
1020130055490,1020100115631
1020060065838,1020060045776
1020060065838,1020040105850
1020060065838,1020040062226
1020190056350,1020130111075
1020190056350,1020110073077
1020190056350,1020110082484
1020190056350,2020010035978
1020130035275,1020120118992
1020130035275,1020090026391
1020210044462,1020160090341
1020210044462,1020000045716
1020210044462,2019820007364
1020210044462,1020190147515
1020210044462,1020130066870
1020210044462,1020100013469
1020210044462,1020030010615
1020140151361,2020080016920
1020160013846,1020100123490
1020160013846,1020140056104
1020160013846,1020140090093
1020160130048,1020140124401
1020160130048,1020050019492
1020160130048,1020140128547
1020160130048,1020130121946
1020140161464,1019980053454
1020140161464,1020050123054
1020140161464,1020120089587
1020100077878,1020010059644
1020100077878,1020010059644
1020100077878,1020020049516
1020200184868,1020110041960
1020200184868,1020080077872
1020200184868,1020110006766
1020200184868,2020050035160
1020190179434,1020130035275
1020120090252,1020100019210
1020120090252,2020100007716
1020170184108,1020110022603
1020170184108,1020130035190
1020170184108,1020130139597
1020170184108,1020120140687
1020150144558,1020130103842
1020150144558,2019970012291
1020150144558,2019930022114
1020150144558,1020070070579
1020150144558,2019900012690
1020140161462,1019980053454
1020140161462,1020050123054
1020140161462,1020120065799
1020140101658,1020110029404
1020080081734,1020000041133
1020080081734,1020000041375
1020080081734,1020000041132
1020150058884,1020070005045
1020150058884,1020080127038
1020150058884,1020140011240
1020150058884,1020120046135
1020150058884,2020120006459
1020120089587,1020100138089
1020120089587,1020090121429
1020120089587,1020010007816
1020050102771,2019980004067
1020050102771,2019900001255
1020050102771,1019980045223
1020050102771,1020020072183
1020050102771,1020040011840
1020050102771,2019980000758
1020120113101,2020080009221
1020070055666,2020040006221
1020070055666,2020010010553
1020070055666,1020040013470
1020070055666,2020020034667
1020070055666,1019990000790
1020070055666,2020040006221
1020070055666,2020010036256
1020110147779,1019910014980
1020110147779,1020030097654
1020160104833,2020050005379
1020160104833,2019840003752
1020160104833,1020090131407
1020160104833,1020120006592
1020160096356,1019990022599
1020160096356,1020080072775
